Application_ID,Current City,Python (out of 3),R Programming (out of 3),Data Science (out of 3),Other skills,Institute,Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10,True_Y,pred_Y
DS0343,Nagpur,2,2,0,"Data Analytics, Data Science, Machine Learning, Power BI, Python, R Programming, SQL, Tableau","G H Raisoni College Of Engineering, Nagpur",Bachelor of Engineering (B.E),Computer Science & Engineering,2019,,7.81/10,,,1,1
DS0344,Bangalore,1,2,0,"English Proficiency (Spoken), English Proficiency (Written), MS-PowerPoint, MS-Word, Data Analytics, MS-Excel, MS-Office, R Programming, Python, SPSS, SQL",Mount Carmel College,Master of Arts (M.A.),Economics,2019,52.00/100,50.00/100,77.60/77.60,6.00/6.00,0,0
DS0345,Bangalore,2,2,0,"MS-Excel, Machine Learning, Python, R Programming",Bangalore University,Master of Science (M.Sc),Applied Mathematics,2013,,76.00/100,,,0,0
DS0346,Bangalore,2,0,0,"Bootstrap, C Programming, C++ Programming, CSS, HTML, JSP, Data Analytics, Java, MySQL, Python, JavaScript, Machine Learning, MongoDB",Cotton College State University,Master of Computer Applications (MCA),,2019,9.19/10,70.60/100,86.00/86.00,,0,0
DS0347,Bangalore,2,2,2,"Deep Learning, MS-Excel, Python, R Programming, SQL, Statistical Modeling, Unix",Praxis School Of Business,Post Graduate Diploma in Business Management (P.G.D.B.M.),Business Analytics,2018,60.00/100,7.22/10,94.00/94.00,,0,0
DS0348,Delhi,2,0,1,"MS-Excel, MS-PowerPoint, ANSYS, Data Analytics, MS-Word, Machine Learning, Mathematics, Python, Deep Learning",IIT Kharagpur,Master of Technology (M.Tech),Naval Architecture & Ocean Engineering,2019,7.96/10,61.20/100,63.20/63.20,68.40/68.40,0,0
DS0349,Varanasi,3,0,0,"Data Analytics, Linux, Machine Learning, Python, Algorithms, C Programming, C++ Programming, Computer Vision, Data Structures, Natural Language Processing (NLP)","RAJKIYA ENGINEERING COLLEGE, SONBHADRA",Bachelor of Technology (B.Tech),Computer Science &amp;engineering,2020,,7.00/10,,,0,0
DS0350,Hyderabad,2,2,0,"Machine Learning, Statistical Modeling, Artifical Intelligence, C Programming, Python, R Programming, SQL","BV Raju Institute Of Technlogy, Narsapur",Bachelor of Technology (B.Tech),Computer Science & Engineering (CSE),2019,,8.95/10,95.00/95.00,9.60/9.60,1,1
DS0351,Bangalore,1,0,0,"Data Analytics, Database Management System (DBMS), Java, Machine Learning, Python",Dhanalakshmi College of Engineering,Bachelor of Engineering (B.E),Computer  Science,2015,,7.42/10,7.90/7.90,,0,0
DS0352,Varanasi,2,0,0,"English Proficiency (Spoken), Hindi Proficiency (Spoken), Bootstrap, C Programming, CSS, English Proficiency (Written), HTML, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Python, AutoCAD, Data Structures","IIT (BHU), Varanasi",Bachelor of Technology (B.Tech),Civil Engineering,2022,,8.25/10,89.60/89.60,10.00/10.00,0,0
DS0353,Bangalore,1,0,0,"English Proficiency (Spoken), C Programming, C++ Programming, English Proficiency (Written), HTML, Hindi Proficiency (Spoken), Java, MS-Excel, MS-Office, Malayalam, MySQL, Python","CMR Institute of Technology, Bangalore",Bachelor of Technology (B.Tech),,2020,,,,,0,0
DS0354,Bathinda,2,2,0,"MySQL, Python, R Programming, SAS",P.K. University,Bachelor of Technology (B.Tech),Computer  Science,2015,,62.00/100,,,1,1
DS0355,Bangalore,1,0,2,"Machine Learning, Arduino, C Programming, CSS, Data Analytics, Data Structures, Deep Learning, HTML, Natural Language Processing (NLP), MATLAB, Python",Global Academy of Technology,Bachelor of Engineering (B.E),Electrical and Electronics Engineering,2019,,7.73/10,,,1,0
DS0356,Visakhapatnam,2,0,0,"Machine Learning, MySQL, Python, C++ Programming, MS-Excel",Pydah College of Engineering & Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2015,,67.02/100,66.40/66.40,85.00/85.00,0,0
DS0357,Bangalore,2,2,0,"C Programming, Database Management System (DBMS), MS-Excel, Machine Learning, Python, R Programming, SQL, Statistical Modeling",MAULANA AZAD NATIONAL INSTITUTE OF TECHNOLOGY,Bachelor of Technology (B.Tech),Electronics and Communication,2019,,6.62/10,,,1,1
DS0358,Bangalore,2,0,0,"Computer Vision, Image Processing, Machine Learning, OpenCV, Python",Tkm,Bachelor of Technology (B.Tech),Computer  Science,2004,,73.00/100,82.00/82.00,,0,0
DS0359,Nellore,2,0,0,"C Programming, C++ Programming, C#, Database Management System (DBMS), HTML, JavaScript, Machine Learning, PHP, Python, Unix, .NET, Adobe Photoshop, Artifical Intelligence, Data Analytics, Data Science, Neural Networks",Dayananda Sagar Academy Of Institution And Management Bang,Bachelor of Engineering (B.E),Computer  Science,2020,,7.40/10,95.10/95.10,9.70/9.70,0,0
DS0360,Bangalore,1,0,0,"MS-Excel, MS-PowerPoint, MS-Word, SQL, Tableau, Machine Learning, Python",Kalinga University Raipur,Master of Technology (M.Tech),Optical And Microwave Communication,2018,63.00/100,,82.00/82.00,89.00/89.00,0,0
DS0361,Jamshedpur,3,0,0,"Algorithms, C Programming, C++ Programming, Data Analytics, Data Structures, Machine Learning, Python",Indian Institute Of Technology Kharagpur,Integrated M.Sc.,Mathematics and Computing,2023,,8.22/10,90.80/90.80,10.00/10.00,0,0
DS0362,Bokaro Steel City,2,1,2,"Computer Vision, Data Analytics, Deep Learning, Machine Learning, Python, Tableau, Artifical Intelligence, Natural Language Processing (NLP), PostgreSQL, R Programming","Birla Institute Of Technology, Mesra",Bachelor of Engineering (B.E),Electronics and Communication,2018,,6.05/10,84.00/84.00,9.40/9.40,1,1
DS0363,Gandhinagar,2,0,0,"Bootstrap, C Programming, C++ Programming, Data Structures, GitHub, LaTeX, Python, Data Science",Indian Institute Of Technology Jammu,Master of Technology (M.Tech),Data Science,2021,7.73/10,6.15/10,86.60/86.60,10.00/10.00,0,0
DS0364,Hyderabad,2,1,0,"MS-Excel, Machine Learning, Python, Hadoop, Java, R Programming",Loyola Academy Degree And Pg College,Bachelor of Science (B.Sc),Data Science And Data Analytical,2019,,,7.30/7.30,8.30/8.30,0,0
DS0365,Bangalore,3,0,0,"Python, Algorithms, Data Analytics, Data Science, Data Structures, Machine Learning, MySQL",IES College of Technology,Bachelor of Engineering (B.E),Computer  Science,2020,,6.26/10,60.00/60.00,9.00/9.00,1,0
DS0366,Bangalore,1,0,0,"Arduino, Machine Learning, Python",Don Bosco Institute of Technology,Bachelor of Engineering (B.E),Electronics and Communication,2021,,,,,0,0
DS0367,Bangalore,2,0,2,"Computer Vision, Deep Learning, Machine Learning, MySQL, Natural Language Processing (NLP), Python, Statistical Modeling",Dibrugarh University Institute of Engineering and Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering,2018,,,60.40/60.40,67.50/67.50,1,1
DS0368,Mumbai,2,0,2,"CSS, Computer Vision, Deep Learning, HTML, Machine Learning, Python, WordPress, jQuery, Adobe Photoshop, Data Analytics, Data Science","Seth G.L. Bihani S.D P.G. College, Sriganganagar",Bachelor of Computer Applications (BCA),computer science,2016,,64.04/100,,,0,0
DS0369,Bangalore,2,1,0,"Python, R Programming, SQLite, Tableau",Ganpat University,B.Tech (Hons.),Electronics and Communication,2019,,8.82/10,,,0,0
DS0370,Bangalore,2,0,0,"MS-Excel, Data Analytics, Machine Learning, MySQL, Python, Statistical Modeling","Great Learning ,Banglore",PG Diploma in Data Science,Data Analytics,2020,,7.60/10,,,0,0
DS0371,Hyderabad,2,0,1,"English Proficiency (Spoken), MS-Excel, Statistical Modeling, Telugu Proficiency (Spoken), Data Analytics, Hindi Proficiency (Spoken), Machine Learning, Python, SQL, Deep Learning",Dr BV Raju College Of Computer Education,Bachelor of Science (B.Sc),Statistics,2018,,7.10/10,82.00/82.00,9.30/9.30,0,0
DS0372,Chennai,0,0,0,"C Programming, C++ Programming, Data Structures, Machine Learning, Algorithms, Computer Networks, Data Analytics, Database Management System (DBMS), HTML, Java, SQL, CSS, MATLAB, Natural Language Processing (NLP), Raspberry Pi",VIT University,Bachelor of Technology (B.Tech),Electronics and Computer Engineering,2021,,9.51/10,9.80/9.80,9.80/9.80,0,0
DS0373,Bangalore,2,0,2,"Deep Learning, Java, Machine Learning, Python, Tableau",Sacred Heart College (Autonomous)20,Master of Computer Applications (MCA),,2016,,,,,0,0
DS0374,Ranchi,3,0,1,"Python, SQL, Algorithms, C Programming, C++ Programming, CSS, Data Structures, Database Management System (DBMS), HTML, JavaScript, Machine Learning, User Interface (UI) Development, Deep Learning, GitHub, Linux, Oracle",Indian Institute Of Information Technology Ranchi,B.Tech (Hons.),Computer Science & Engineering,2021,,8.17/10,,,1,1
DS0375,Bangalore,1,0,0,"Data Analytics, Machine Learning, Natural Language Processing (NLP), Python, SQL",Pandit Deendayal Petroleum University,Bachelor of Technology (B.Tech),industrial engineering,2017,,6.94/10,88.00/88.00,,0,0
DS0376,Pune,1,1,0,"MS-Excel, Python, R Programming, SAS","Modern College Of Arts, Science & Commerce",Master of Science (M.Sc),Statistics,2019,,7.33/10,65.28/65.28,,0,0
DS0377,Bangalore,2,2,2,"C Programming, C++ Programming, Deep Learning, Machine Learning, Python, R Programming, SQL",Indian Institute Of Technology Bhubaneswar,Bachelor of Technology (B.Tech),Electrical Engineering,2017,,7.00/10,92.00/92.00,92.00/92.00,1,1
DS0378,Nagpur,3,0,0,"C Programming, C++ Programming, Java, MS-Office, Machine Learning, Python, MS-Excel, MySQL, Statistical Modeling",Abha Gaikwad Patil College Of Engineering,Bachelor of Engineering (B.E),Information Technology,2019,,60.69/100,38.83/38.83,42.12/42.12,1,0
DS0379,Bangalore,2,0,0,"C Programming, C++ Programming, English Proficiency (Spoken), Android, Data Science, Data Structures, Java, JavaScript, Python, Eclipse (IDE), SQL",Dr. Ambedkar Institute Of Technology,Bachelor of Engineering (B.E),Information Technology,2020,,9.12/10,89.20/89.20,10.00/10.00,0,0
DS0380,Karjat,3,2,0,"Data Science, English Proficiency (Spoken), Python, Data Analytics, MS-Excel, Machine Learning, R Programming, SQL",Ramnarain Ruia Autonomous College,Master of Science (M.Sc),Microbiology,2018,,79.00/100,69.00/69.00,,0,0
DS0381,Bangalore,3,2,2,"Data Analytics, Data Science, English Proficiency (Spoken), MS-Excel, Machine Learning, Mathematics, Natural Language Processing (NLP), Python, Statistical Modeling, Amazon Web Server (AWS), C Programming, Cloud Computing, Deep Learning, MATLAB, MongoDB, Neural Networks, R Programming","Mangalore Institute Of Technology And Engineering, MITE",Bachelor of Engineering (B.E),Aeronautical Engineering,2019,,7.40/10,80.00/80.00,,1,1
DS0382,Bangalore,1,1,0,"MS-PowerPoint, Accounting, MS-Excel, CorelDRAW, MySQL, Python, R Programming",PTU,Master of Business Administration_(MBA),Finance and Marketing,2017,7.82/10,67.00/100,,,0,0
DS0383,Chennai,1,0,0,"Data Analytics, MS-Excel, MS-PowerPoint, MS-Word, MySQL, Adobe Photoshop, Database Management System (DBMS), Internet of Things (IoT), Python",Great Lakes Institute of Management,,Data Analytics,2020,,7.37/100,88.33/88.33,89.40/89.40,0,0
DS0384,Bangalore,2,0,2,"Algorithms, Computer Vision, Data Science, Data Structures, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, Statistical Modeling, SQLite","Dr Ambedkar Institute Of Technology, Bangalore",Master of Computer Applications (MCA),Information Technology,2019,8.90/10,,,,0,0
DS0385,Noida,2,0,2,"Data Analytics, Deep Learning, Machine Learning, Python, Artifical Intelligence, C Programming, Computer Vision, Java, Natural Language Processing (NLP)",CDAC ACTS Noida,,Pgdm In Artificial Intelligence,2020,,6.40/100,70.00/70.00,7.20/7.20,0,0
DS0386,Bangalore,2,2,0,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Word, C++ Programming, Cloud Computing, Data Analytics, Database Management System (DBMS), Hindi Proficiency (Written), Linux, Python, R Programming, SQL, Statistical Modeling, Hadoop, Java","Center For Development Of Advance Computing, Kolkata",Post Graduate Diploma,Big Data Analytics,2020,85.00/100,7.64/10,76.00/76.00,10.00/10.00,0,0
DS0387,Bangalore,1,1,0,"C++ Programming, Embedded Systems, MATLAB, SQL, Data Science, Machine Learning, Python, R Programming",Institute of Technical Education and Research,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2018,,9.73/10,90.20/90.20,10.00/10.00,0,0
DS0388,Bangalore,1,0,0,"C Programming, C++ Programming, Computer Networking, Data Structures, Database Management System (DBMS), HTML, Java, PHP, Python, SQL","KLS Gogte Institute of Technology, Belgaum",Bachelor of Engineering (B.E),Information Technology,2019,,7.77/10,77.83/77.83,78.60/78.60,0,0
DS0389,Bangalore,2,0,0,"Android, C Programming, Flask, HTML, Java, Python, Data Science, Machine Learning, Natural Language Processing (NLP)","M.S. Ramaiah Institute of Technology , Bangalore",Bachelor of Engineering (B.E),Information Technology,2020,,9.12/10,96.60/96.60,96.50/96.50,0,0
DS0390,Hyderabad,2,1,1,"Data Analytics, Machine Learning, MS-Excel, Python, Statistical Modeling, Deep Learning, Natural Language Processing (NLP), R Programming, SQL",MAULANA AZAD COLLEGE OF ENGINEERING AND TECHNOLOGY,Bachelor of Technology (B.Tech),Electronics and Communication,2018,,67.30/100,,,1,1
DS0391,Pune,3,2,0,"C Programming, Python, C++ Programming, Java, R Programming, Search Engine Optimization (SEO)",Jigsaw Academy,PG Diploma in Data Science,,2020,,6.70/10,,62.55/62.55,0,0
DS0392,Bangalore,0,2,0,R Programming,St.Josephs College Of Arts And Science,Bachelor of Science (B.Sc),Mathematics,2017,,,,,0,0
DS0393,Bangalore,2,0,0,"Data Science, Machine Learning, Neural Networks, Python, Android",University of Kashmir,Bachelor of Technology (B.Tech),Computer Science & Engineering,2019,,85.50/100,92.20/92.20,96.60/96.60,0,0
DS0394,Bangalore,3,0,1,"Algorithms, Data Structures, Python, C Programming, C#.NET, C++ Programming, Data Analytics, Java, Machine Learning, Mathematics, MongoDB, Natural Language Processing (NLP), PostgreSQL, SQL, Statistical Modeling, Amazon Web Services (AWS), Deep Learning",Mangalore University,Master of Science (M.Sc),Computer  Science,2018,7.91/10,70.00/100,64.83/64.83,77.60/77.60,0,0
DS0395,Bangalore,2,0,2,"CSS, Deep Learning, Embedded Systems, HTML, Machine Learning, Python, Arduino",Rajeev Institute Of Technology,Bachelor of Engineering (B.E),Electronics and Communication,2019,,6.86/10,76.00/76.00,84.32/84.32,1,1
DS0396,Bangalore,2,0,0,"HTML, OpenCV, Python, SQL, C++ Programming, CSS, Django, MongoDB, REST API",BIT Sindri,Bachelor of Technology (B.Tech),Production Engineering,2018,,6.38/10,65.20/65.20,68.80/68.80,0,0
DS0397,Bangalore,2,0,0,"Data Analytics, Machine Learning, MySQL, Python",Great Lakes Institute of Management,,Data Science Engineering,2019,,70.00/100,,,0,0
DS0398,Bangalore,1,0,0,"MS-Word, Python, Robotics","National Institute Of Electronics & Information Technology, Calicut",,Artificial Intelligence,2020,,80.00/100,85.00/85.00,80.00/80.00,0,0
DS0399,Mumbai,3,1,0,"Data Analytics, Python, SQL, .NET, ASP.NET, C#, MS SQL Server, MySQL, R Programming",International Institute Of Information Technology Bangalore,PG Diploma in Data Science,,2019,3.61/4,2.68/4,,,0,0
DS0400,Bangalore,3,0,0,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency(Spoken), LaTeX, MS-Excel, MS-PowerPoint, MS-Word, Python, Report Writing, BIG DATA ANALYTICS, Creative Writing, Data Analytics, Event Management, MATLAB, Machine Learning, Physics, SQL, Teaching, WordPress, C++ Programming, Catia, Video Editing",Great Learning,Post Graduate Programme (PGP),Data Science,2020,8.00/10,7.00/10,70.00/70.00,93.00/93.00,0,0
DS0401,Bangalore,2,0,2,"MS-Office, Computer Vision, Data Analytics, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SQL",Great Lakes Institute of Management,Post Graduate Programme (PGP),Artificial Intelligence And Machine Learning,2020,71.00/100,60.00/100,71.00/71.00,,0,0
DS0402,Bangalore,2,0,0,"Artifical Intelligence, CSS, HTML, Java, Machine Learning, Python, SQL",Nalla Malla Reddy Engineering College,Bachelor of Technology (B.Tech),Electronics and Communication,2018,,64.00/100,95.00/95.00,,0,0
DS0403,Jaipur,3,0,2,"Python, C++ Programming, Data Analytics, Deep Learning, MATLAB, Machine Learning, SQL",The LNM Institute of Information Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2021,,7.60/10,89.60/89.60,,1,1
DS0404,Hyderabad,2,2,1,"C Programming, Image Processing, Machine Learning, Natural Language Processing (NLP), OpenCV, Python, R Programming, Deep Learning, MySQL",Nielit,,Advanced Pg Diploma In Artificial Intelligence,2020,,83.00/100,88.10/88.10,8.80/8.80,0,0
DS0405,Bangalore,2,2,0,"C Programming, C++ Programming, Data Analytics, Java, MS-Excel, Machine Learning, MySQL, Python, R Programming, Statistical Modeling",NBN Sinhgad School Of Engineering,Bachelor of Engineering (B.E),Computer  Science,2019,,6.53/10,69.50/69.50,72.60/72.60,1,1
DS0406,Bangalore,2,0,0,"Java, Python, SQL, C Programming",GSSS Institute of Engineering and Technology for Women,Bachelor of Engineering (B.E),Computer Science & Engineering,2016,,8.40/10,9.20/9.20,9.50/9.50,0,0
DS0407,Bangalore,2,0,0,"SQL, Data Analytics, Data Science, MS-Excel, Machine Learning, Python, Statistical Modeling",Great Lakes Institute of Management,Post Graduate Programme (PGP),Data Science And Engineering,2020,,8.00/10,,,0,0
DS0408,Kozhikode,2,0,0,"MS-Office, Python, Data Science, Machine Learning, SQL",S.aloysious College Thrissur,Master of Science (M.Sc),Mathematics,2019,79.00/100,81.25/100,,,0,0
DS0409,Chennai,1,0,0,"Data Analytics, Machine Learning, Python",Jeppiaar Engineering College,Bachelor of Engineering (B.E),Electronics and Communication,2019,,6.60/10,84.50/84.50,97.20/97.20,0,0
DS0410,Bangalore,0,0,0,,Mewar University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2015,,6.80/10,,,0,0
DS0411,Chennai,2,0,0,"BIG DATA ANALYTICS, Data Analytics, Database Management System (DBMS), Machine Learning, MySQL, Natural Language Processing (NLP), Python",IIIT-Bangalore,Post Graduate Diploma,Data Science,2019,5.60/10,65.00/100,,89.00/89.00,0,0
DS0412,Thrissur,1,0,0,"HTML, MS-Excel, SQL, Android, JavaScript, PHP, Python",Sree Narayana Guru Institute Of Science And Management,Master of Computer Applications (MCA),Computer Application,2017,,,,,0,0
DS0413,Bangalore,1,1,0,"Python, R Programming","Kuriakose Elias College, Mannanam",Master of Science (M.Sc),Statistics,2019,3.76/4,3.56/4,80.50/80.50,85.85/85.85,0,0
DS0414,Delhi,2,0,0,"Data Science, C Programming, Data Structures, Machine Learning, Neural Networks, Python, SQL",NIT Delhi,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,,7.03/10,95.60/95.60,10.00/10.00,0,0
DS0415,Bangalore,2,0,2,"Deep Learning, Machine Learning, Python",Banasthali University,Bachelor of Technology (B.Tech),Electronics and Instrumentation,2018,,,,,1,1
DS0416,Lucknow,2,0,0,"Algorithms, C++ Programming, Data Structures, Database Management System (DBMS), Python, Java",Baba Saheb Bhim Rao Ambedkar University,Master of Computer Applications (MCA),,2020,9.00/10,6.00/10,,,0,0
DS0417,Hyderabad,2,0,0,"C Programming, Java, MySQL, PHP, Python",VR Siddhartha Engineering College,Master of Computer Applications (MCA),Computer Application,2018,8.35/10,75.00/100,84.30/84.30,76.00/76.00,0,0
DS0418,Bangalore,2,0,0,"Machine Learning, Python",Perumal Manimekalai College,Bachelor of Engineering (B.E),Electronics and Communication,2016,,6.80/10,,,0,0
DS0419,Bangalore,2,0,2,"Artifical Intelligence, C++ Programming, Deep Learning, Image Processing, Machine Learning, Python",SJCIT Eng. College Admin Block,Master of Technology (M.Tech),Digital Communication & Networking,2012,76.70/100,68.00/100,72.00/72.00,,0,0
DS0420,Bangalore,2,1,0,"Machine Learning, Natural Language Processing (NLP), Python, MATLAB, R Programming",Don Bosco Institute of Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering,2016,,53.00/100,,,0,0
DS0421,Chennai,2,2,2,"Artifical Intelligence, Computer Vision, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, R Programming, SQL, Statistical Modeling, Tableau",A B R Engineering And Technolagy,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2019,,60.04/100,,72.50/72.50,1,1
DS0422,Bangalore,2,2,0,"Data Analytics, MS-Excel, MS-Office, Machine Learning, Python, R Programming, SQL",Reva University,Executive MBA,Business Analytics,2020,8.00/10,70.00/100,80.00/80.00,81.00/81.00,0,0
DS0423,Bangalore,2,0,0,"Data Analytics, Machine Learning, Python",St. Joseph Engineering College Mangalore,Bachelor of Engineering (B.E),Mechanical Engineering,2016,,66.81/100,77.16/77.16,71.52/71.52,0,0
DS0424,Hyderabad,1,0,0,"CSS, Django, HTML, JavaScript, Python",JNTUH,Bachelor of Technology (B.Tech),Electronics and Communication,2016,,58.00/100,,,0,0
DS0425,Mumbai,3,0,2,"Python, Data Structures, Deep Learning, Machine Learning, Statistical Modeling, Natural Language Processing (NLP)",Raghu Engineering College,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2018,,66.14/100,82.50/82.50,8.50/8.50,1,1
DS0426,Bangalore,3,3,3,"Artifical Intelligence, Data Analytics, Deep Learning, MS-Excel, Machine Learning, Python, R Programming",Mother Teresa Institute Of Engineering And Technology,Bachelor of Technology (B.Tech),Electronics and Communication,2019,,69.00/100,82.30/82.30,93.00/93.00,1,1
DS0427,Delhi,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), SPSS, Data Analytics, Database Management System (DBMS), MS-Excel, Machine Learning, Report Writing, Adobe Photoshop, PHP, WordPress",Galgotias University,Bachelor of Technology (B.Tech),Computer Science & Engineering,2019,,8.40/10,,8.40/8.40,0,0
DS0428,Bangalore,2,0,0,"Django, MS-Excel, Machine Learning, Python, SQL",MS RAMAIAH INSTITUTE OF TECHNOLOGY,Bachelor of Engineering (B.E),Electronics and Instrumentation,2019,,8.11/10,93.00/93.00,87.68/87.68,0,0
DS0429,Bangalore,2,0,2,"Data Structures, Artifical Intelligence, Database Management System (DBMS), Deep Learning, J2EE, Java, Machine Learning, Python",National Institute Of Technology Karnataka,Bachelor of Technology (B.Tech),Computer Science & Engineering,2017,,4.17/10,72.83/72.83,,1,1
DS0430,Bangalore,1,0,0,"C Programming, MS-Office, Bootstrap, C++ Programming, Data Structures, English Proficiency (Spoken), HTML, MySQL, PHP, Python","Indian Institute Of Technology,dhanbad",Master of Science (M.Sc),Mathematics,2019,,8.50/10,65.30/65.30,87.00/87.00,0,0
DS0431,Banglore,2,0,0,"Bootstrap, CSS, HTML, JavaScript, WordPress, Java, Python",Indra Gandhi University Meerpur,Bachelor of Technology (B.Tech),Computer Science & Engineering,2020,,70.00/100,82.60/82.60,9.20/9.20,0,0
DS0432,Hyderabad,1,1,1,"C Programming, C++ Programming, Deep Learning, Machine Learning, Natural Language Processing (NLP), Python, R Programming",Sagar  Institute Of Research And Technology,Bachelor of Engineering (B.E),Electrical and Electronics Engineering,2019,,7.51/10,58.40/58.40,79.40/79.40,0,0
DS0433,Dehradun,1,0,0,"Android, Java, Adobe Photoshop, Machine Learning, Python",University of Petroleum & Energy Studies Dehradun,Bachelor of Technology (B.Tech),Computer  Science,2021,,8.72/10,94.25/94.25,96.20/96.20,0,0
DS0434,Bangalore,1,2,0,"English Proficiency (Spoken), Data Analytics, MS-Excel, Machine Learning, R Programming, Tableau, Python",Christ University,MBA,Business Analytics,2021,74.00/100,60.00/100,67.00/67.00,84.00/84.00,0,0
DS0435,Nagpur,2,2,1,"Data Analytics, Data Science, Machine Learning, Python, R Programming, SQL, Statistical Modeling, Database Management System (DBMS), Deep Learning, MS-Excel, Natural Language Processing (NLP), Neural Networks, OpenCV, Tableau",Rajiv Gandhi College of Engineering & Research,Bachelor of Engineering (B.E),Computer Technology,2019,,7.69/10,57.40/57.40,66.20/66.20,1,1
DS0436,Dharwad,2,0,0,"Algorithms, C++ Programming, Data Analytics, Data Structures, Machine Learning, Mathematics, Python",Indian Institute Of Technology Dharwad,Bachelor of Technology (B.Tech),Computer Science & Engineering,2022,,9.50/10,98.00/98.00,10.00/10.00,0,0
DS0437,Bangalore,3,0,2,"Image Processing, Machine Learning, Mathematics, Python, Computer Vision, Deep Learning, OpenCV, Django",Indian Institute Of Information Technology Design & Manufacturing Jabalpur,B.Tech (Hons.),Computer Science & Engineering,2019,,5.90/10,6.56/6.56,7.42/7.42,1,1
DS0438,Hyderabad,0,0,0,"AutoCAD, Embedded Systems, MATLAB",VVIT,Bachelor of Technology (B.Tech),Information Systems,2019,,67.20/100,,9.50/9.50,0,0
DS0439,Bhubaneswar,2,0,2,"C Programming, C++ Programming, Deep Learning, Machine Learning, Python","KIIT University, Bhubaneshwar",Bachelor of Technology (B.Tech),Information Technology,2021,,8.77/10,72.00/72.00,10.00/10.00,1,1
DS0440,Bangalore,2,0,0,"Artifical Intelligence, Machine Learning, Python, SQL",Shri Sant Gadge Baba College Of Engineering And Technology,Bachelor of Engineering (B.E),Electronics and Communication,2013,,62.00/100,,,0,0
DS0441,Durgapur,2,0,0,"Python, Machine Learning, MySQL",Dr. B.C.Roy College Of Engineering,B.Tech (Hons.),Computer  Science,2020,,6.72/10,,,0,0
DS0442,Greater Noida,1,0,0,"HTML, Java, MS-Word, C Programming, Python",Galgotias University,Bachelor of Technology (B.Tech),CSE With Cloud Computing,2020,,7.87/10,7.20/7.20,8.70/8.70,0,0
DS0443,Bangalore,2,0,0,"Artifical Intelligence, Machine Learning, Python, SQL, Statistical Modeling, MongoDB",Manipal Pro Learn,PG Diploma in Data Science,Data Science,2020,75.00/100,59.00/100,69.00/69.00,,0,0
DS0444,Hyderabad,2,0,2,"Deep Learning, Machine Learning, Python, Artifical Intelligence, Natural Language Processing (NLP)",Insofe,,Data Analytics,2019,58.00/100,60.00/100,,,0,0
DS0445,Bangalore,1,0,0,"AngularJS, CSS, HTML, Java, JavaScript, MySQL, Node.js, ReactJS, Python",Jaipur Engineering College & Research Centre,Bachelor of Technology (B.Tech),Electronics and Communication,2017,,70.27/100,70.27/70.27,79.80/79.80,0,0
DS0446,Pune,2,2,0,"MS-Word, Statistical Modeling, MS-Excel, MS-Office, Mathematics, Python, R Programming, Data Analytics","Modern College Of Arts, Science And Commerce",Master of Science (M.Sc),Science,2019,,7.68/10,54.31/54.31,75.45/75.45,0,0
DS0447,Raebareli,2,2,2,"C Programming, Data Structures, Deep Learning, Machine Learning, MySQL, Natural Language Processing (NLP), Python, R Programming, Computer Vision, Django, Hadoop",Feroze Gandhi Institute of Engineering and Technology,B.Tech (Hons.),Computer Science & Engineering,2020,,,86.60/86.60,81.50/81.50,1,1
DS0448,Meerut,0,0,0,"Data Analytics, Machine Learning, Database Management System (DBMS)",Meerut institute of Engineering & Technology,Bachelor of Technology (B.Tech),Computer Science & Engineering,2020,,77.00/100,83.60/83.60,,0,0
DS0449,Ernakulam,3,0,0,"C Programming, C++ Programming, Python, Java, HTML, JavaScript, SQL",College Of Engineering Munnar,Bachelor of Technology (B.Tech),Computer  Science,2019,,6.90/10,89.00/89.00,9.80/9.80,0,0
DS0450,Hyderabad,0,0,0,,JNTU HYDERABAD,Bachelor of Technology (B.Tech),Electrical and Electronics Engineering,2017,,72.00/100,,,0,0
DS0451,Pune,3,1,0,"Data Analytics, Machine Learning, MySQL, Python, Statistical Modeling, BIG DATA ANALYTICS, MS-Excel, SAS, R Programming",Simplilearn,Post Graduate Programme (PGP),Data Science,2019,,6.00/10,,,0,0
